code,name,description,refreshed_at,from_date,to_date
OPENFIN,"Stock Prices for OPENFIN, ISIN PLOPNFN00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPENFIN<br><br>ISIN: PLOPNFN00010<br><br>Currency: PLN,2020-04-24 18:30:34,2011-04-05,2020-04-24
OPOCZNO,"Stock Prices for OPOCZNO, ISIN PLOPCZN00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPOCZNO<br><br>ISIN: PLOPCZN00011<br><br>Currency: PLN,2016-09-12 17:17:05,2005-06-24,2008-06-05
OPONEO,"Stock Prices for OPONEO, ISIN PLOPNPL00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPONEO<br><br>ISIN: PLOPNPL00013<br><br>Currency: PLN,2016-09-12 16:29:23,2007-11-13,2007-12-06
OPONEO_PL,"Stock Prices for OPONEO.PL, ISIN PLOPNPL00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPONEO.PL<br><br>ISIN: PLOPNPL00013<br><br>Currency: PLN,2020-04-24 18:30:34,2007-12-07,2020-04-24
OPTEAM,"Stock Prices for OPTEAM, ISIN PLOPTEM00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPTEAM<br><br>ISIN: PLOPTEM00012<br><br>Currency: PLN,2020-04-24 18:30:34,2010-10-11,2020-04-24
OPTIMUS,"Stock Prices for OPTIMUS, ISIN PLOPTTC00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPTIMUS<br><br>ISIN: PLOPTTC00011<br><br>Currency: PLN,2016-09-12 18:15:07,2002-01-28,2011-08-01
OPTIMUS_2,"Stock Prices for OPTIMUS 2, ISIN PL0000090159, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPTIMUS 2<br><br>ISIN: PL0000090159<br><br>Currency: PLN,2016-09-12 20:08:28,1994-08-02,1995-05-25
OPTOPOL,"Stock Prices for OPTOPOL, ISIN PLOPLTC00026, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OPTOPOL<br><br>ISIN: PLOPLTC00026<br><br>Currency: PLN,2016-09-12 16:29:23,2008-04-09,2010-06-29
ORANGEPL,"Stock Prices for ORANGEPL, ISIN PLTLKPL00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ORANGEPL<br><br>ISIN: PLTLKPL00017<br><br>Currency: PLN,2020-04-24 18:30:34,2014-01-14,2020-04-24
ORBIS,"Stock Prices for ORBIS, ISIN PLORBIS00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ORBIS<br><br>ISIN: PLORBIS00014<br><br>Currency: PLN,2020-04-24 18:30:34,1997-11-20,2020-04-24
ORCOGROUP,"Stock Prices for ORCOGROUP, ISIN LU0122624777, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ORCOGROUP<br><br>ISIN: LU0122624777<br><br>Currency: PLN,2020-04-24 18:30:34,2007-06-21,2020-04-24
ORFE,"Stock Prices for ORFE, ISIN PLORFE000020, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ORFE<br><br>ISIN: PLORFE000020<br><br>Currency: PLN,2016-09-12 18:58:28,1999-02-18,2006-03-17
ORION,"Stock Prices for ORION, ISIN PLORION00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ORION<br><br>ISIN: PLORION00018<br><br>Currency: PLN,2020-04-24 18:30:34,2015-12-17,2020-04-24
ORZBIALY,"Stock Prices for ORZBIALY, ISIN PLORZBL00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ORZBIALY<br><br>ISIN: PLORZBL00013<br><br>Currency: PLN,2020-04-24 18:30:34,2007-11-22,2020-04-24
ORZEL,"Stock Prices for ORZEL, ISIN PLORZEL00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ORZEL<br><br>ISIN: PLORZEL00017<br><br>Currency: PLN,2016-09-12 16:29:23,2007-02-15,2011-01-14
OTLOG,"Stock Prices for OTLOG, ISIN PLODRTS00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OTLOG<br><br>ISIN: PLODRTS00017<br><br>Currency: PLN,2020-04-24 18:30:34,2013-08-30,2020-04-24
OTMUCHOW,"Stock Prices for OTMUCHOW, ISIN PLZPCOT00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OTMUCHOW<br><br>ISIN: PLZPCOT00018<br><br>Currency: PLN,2020-04-24 18:30:34,2010-09-29,2020-04-24
OVOSTAR,"Stock Prices for OVOSTAR, ISIN NL0009805613, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: OVOSTAR<br><br>ISIN: NL0009805613<br><br>Currency: PLN,2020-04-24 18:30:34,2011-06-29,2020-04-24
PAGED,"Stock Prices for PAGED, ISIN PLPAGED00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PAGED<br><br>ISIN: PLPAGED00017<br><br>Currency: PLN,2018-01-08 18:31:08,1996-10-10,2018-01-08
PAMAPOL,"Stock Prices for PAMAPOL, ISIN PLPMPOL00031, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PAMAPOL<br><br>ISIN: PLPMPOL00031<br><br>Currency: PLN,2020-04-24 18:30:34,2006-08-08,2020-04-24
PANOVA,"Stock Prices for PANOVA, ISIN PLPANVA00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PANOVA<br><br>ISIN: PLPANVA00013<br><br>Currency: PLN,2020-04-24 18:30:34,2007-08-27,2020-04-24
PATENTUS,"Stock Prices for PATENTUS, ISIN PLPTNTS00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PATENTUS<br><br>ISIN: PLPTNTS00019<br><br>Currency: PLN,2020-04-24 18:30:34,2009-11-09,2020-04-24
PAZUR,"Stock Prices for PAZUR, ISIN PLPAZUR00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PAZUR<br><br>ISIN: PLPAZUR00013<br><br>Currency: PLN,2016-09-12 18:58:28,1999-11-24,2003-02-19
PBG,"Stock Prices for PBG, ISIN PLPBG0000029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PBG<br><br>ISIN: PLPBG0000029<br><br>Currency: PLN,2020-04-24 18:30:34,2004-08-02,2020-04-24
PBK,"Stock Prices for PBK, ISIN PLPBK0000013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PBK<br><br>ISIN: PLPBK0000013<br><br>Currency: PLN,2016-09-12 19:15:55,1997-10-21,2002-01-14
PBKM,"Stock Prices for PBKM, ISIN PLPBKM000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PBKM<br><br>ISIN: PLPBKM000012<br><br>Currency: PLN,2020-04-24 18:30:34,2016-04-29,2020-04-24
PBOANIOLA,"Stock Prices for PBOANIOLA, ISIN PLPBONL00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PBOANIOLA<br><br>ISIN: PLPBONL00013<br><br>Currency: PLN,2016-09-12 15:02:20,2011-07-06,2015-11-13
PBR,"Stock Prices for PBR, ISIN PLPBR0000018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PBR<br><br>ISIN: PLPBR0000018<br><br>Currency: PLN,2016-09-12 19:49:00,1995-06-30,1998-07-27
PBSFINANSE,"Stock Prices for PBSFINANSE, ISIN PLBEFSN00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PBSFINANSE<br><br>ISIN: PLBEFSN00010<br><br>Currency: PLN,2020-04-24 18:30:34,2011-01-17,2020-04-24
PCCEXOL,"Stock Prices for PCCEXOL, ISIN PLPCCEX00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PCCEXOL<br><br>ISIN: PLPCCEX00010<br><br>Currency: PLN,2020-04-24 18:30:34,2012-09-20,2020-04-24
PCCINTER,"Stock Prices for PCCINTER, ISIN PLPCCIM00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PCCINTER<br><br>ISIN: PLPCCIM00014<br><br>Currency: PLN,2018-09-10 18:30:27,2010-02-08,2018-09-10
PCCROKITA,"Stock Prices for PCCROKITA, ISIN PLPCCRK00076, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PCCROKITA<br><br>ISIN: PLPCCRK00076<br><br>Currency: PLN,2020-04-24 18:30:34,2014-06-25,2020-04-24
PCGUARD,"Stock Prices for PCGUARD, ISIN PLGUARD00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PCGUARD<br><br>ISIN: PLGUARD00019<br><br>Currency: PLN,2020-04-24 18:30:34,2005-10-05,2020-04-24
PCM,"Stock Prices for PCM, ISIN PLPRMCM00048, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PCM<br><br>ISIN: PLPRMCM00048<br><br>Currency: PLN,2019-10-30 18:30:48,2014-04-16,2019-10-30
PEGAS,"Stock Prices for PEGAS, ISIN LU0275164910, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEGAS<br><br>ISIN: LU0275164910<br><br>Currency: PLN,2017-09-18 18:30:36,2006-12-21,2017-09-18
PEIXIN,"Stock Prices for PEIXIN, ISIN NL0010577052, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEIXIN<br><br>ISIN: NL0010577052<br><br>Currency: PLN,2020-04-24 18:30:34,2013-10-09,2020-04-24
PEKABEX,"Stock Prices for PEKABEX, ISIN PLPKBEX00072, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEKABEX<br><br>ISIN: PLPKBEX00072<br><br>Currency: PLN,2020-04-24 18:30:34,1999-09-09,2020-04-24
PEKAES,"Stock Prices for PEKAES, ISIN PLPEKAS00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEKAES<br><br>ISIN: PLPEKAS00017<br><br>Currency: PLN,2017-01-13 19:01:25,2004-11-26,2017-01-09
PEKAO,"Stock Prices for PEKAO, ISIN PLPEKAO00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEKAO<br><br>ISIN: PLPEKAO00016<br><br>Currency: PLN,2020-04-24 18:30:34,1998-06-30,2020-04-24
PELION,"Stock Prices for PELION, ISIN PLMEDCS00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PELION<br><br>ISIN: PLMEDCS00015<br><br>Currency: PLN,2017-09-28 18:30:38,2011-12-01,2017-09-28
PEMANAGER,"Stock Prices for PEMANAGER, ISIN PLPREQM00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEMANAGER<br><br>ISIN: PLPREQM00011<br><br>Currency: PLN,2020-04-24 18:30:34,2015-04-09,2020-04-24
PEMUG,"Stock Prices for PEMUG, ISIN PLPEMUG00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEMUG<br><br>ISIN: PLPEMUG00016<br><br>Currency: PLN,2019-04-15 18:30:26,1999-01-08,2019-04-15
PEP,"Stock Prices for PEP, ISIN PLPLSEP00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEP<br><br>ISIN: PLPLSEP00013<br><br>Currency: PLN,2020-04-24 18:30:34,2005-05-13,2020-04-24
PEPEES,"Stock Prices for PEPEES, ISIN PLPEPES00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PEPEES<br><br>ISIN: PLPEPES00018<br><br>Currency: PLN,2020-04-24 18:30:34,1997-05-22,2020-04-24
PERMEDIA,"Stock Prices for PERMEDIA, ISIN PLPERMD00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PERMEDIA<br><br>ISIN: PLPERMD00019<br><br>Currency: PLN,2016-09-12 19:15:55,1998-05-14,2013-12-16
PETROLINV,"Stock Prices for PETROLINV, ISIN PLPTRLI00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PETROLINV<br><br>ISIN: PLPTRLI00018<br><br>Currency: PLN,2018-12-28 18:30:27,2007-08-23,2018-12-28
PFLEIDER,"Stock Prices for PFLEIDER, ISIN PLZPW0000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PFLEIDER<br><br>ISIN: PLZPW0000017<br><br>Currency: PLN,2019-11-25 18:30:39,2016-10-28,2019-11-25
PGE,"Stock Prices for PGE, ISIN PLPGER000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PGE<br><br>ISIN: PLPGER000010<br><br>Currency: PLN,2020-04-24 18:30:34,2009-12-15,2020-04-24
PGF,"Stock Prices for PGF, ISIN PLMEDCS00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PGF<br><br>ISIN: PLMEDCS00015<br><br>Currency: PLN,2016-09-12 19:15:55,1998-02-17,2011-11-30
PGNIG,"Stock Prices for PGNIG, ISIN PLPGNIG00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PGNIG<br><br>ISIN: PLPGNIG00014<br><br>Currency: PLN,2020-04-24 18:30:34,2005-10-20,2020-04-24
PGO,"Stock Prices for PGO, ISIN PLPGO0000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PGO<br><br>ISIN: PLPGO0000014<br><br>Currency: PLN,2020-04-24 18:30:34,2017-09-14,2020-04-24
PGODLEW,"Stock Prices for PGODLEW, ISIN PLPGO0000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PGODLEW<br><br>ISIN: PLPGO0000014<br><br>Currency: PLN,2017-09-13 18:30:30,2011-10-10,2017-09-13
PGSSOFT,"Stock Prices for PGSSOFT, ISIN PLSFTWR00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PGSSOFT<br><br>ISIN: PLSFTWR00015<br><br>Currency: PLN,2020-04-24 18:30:34,2016-08-25,2020-04-24
PHARMENA,"Stock Prices for PHARMENA, ISIN PLPHRMN00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PHARMENA<br><br>ISIN: PLPHRMN00011<br><br>Currency: PLN,2020-04-24 18:30:34,2019-04-12,2020-04-24
PHN,"Stock Prices for PHN, ISIN PLPHN0000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PHN<br><br>ISIN: PLPHN0000014<br><br>Currency: PLN,2020-04-24 18:30:34,2013-02-13,2020-04-24
PIASECKI,"Stock Prices for PIASECKI, ISIN PLPIASC00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PIASECKI<br><br>ISIN: PLPIASC00015<br><br>Currency: PLN,2016-09-12 19:15:55,1998-01-20,2003-08-27
PKNORLEN,"Stock Prices for PKNORLEN, ISIN PLPKN0000018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PKNORLEN<br><br>ISIN: PLPKN0000018<br><br>Currency: PLN,2020-04-24 18:30:34,1999-11-26,2020-04-24
PKOBP,"Stock Prices for PKOBP, ISIN PLPKO0000016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PKOBP<br><br>ISIN: PLPKO0000016<br><br>Currency: PLN,2020-04-24 18:30:34,2004-11-10,2020-04-24
PKPCARGO,"Stock Prices for PKPCARGO, ISIN PLPKPCR00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PKPCARGO<br><br>ISIN: PLPKPCR00011<br><br>Currency: PLN,2020-04-24 18:30:34,2013-10-30,2020-04-24
PLASTBOX,"Stock Prices for PLASTBOX, ISIN PLPSTBX00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PLASTBOX<br><br>ISIN: PLPSTBX00016<br><br>Currency: PLN,2020-04-24 18:30:34,2004-02-27,2020-04-24
PLATYNINW,"Stock Prices for PLATYNINW, ISIN PLADDRG00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PLATYNINW<br><br>ISIN: PLADDRG00015<br><br>Currency: PLN,2020-04-24 18:30:34,2015-07-08,2020-04-24
PLAY,"Stock Prices for PLAY, ISIN LU1642887738, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PLAY<br><br>ISIN: LU1642887738<br><br>Currency: PLN,2020-04-24 18:30:34,2017-07-27,2020-04-24
PLAYWAY,"Stock Prices for PLAYWAY, ISIN PLPLAYW00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PLAYWAY<br><br>ISIN: PLPLAYW00015<br><br>Currency: PLN,2020-04-24 18:30:34,2016-10-19,2020-04-24
PLAZACNTR,"Stock Prices for PLAZACNTR, ISIN NL0011882741, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PLAZACNTR<br><br>ISIN: NL0011882741<br><br>Currency: PLN,2020-04-24 18:30:34,2007-10-19,2020-04-24
PMPG,"Stock Prices for PMPG, ISIN PLPEKPL00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PMPG<br><br>ISIN: PLPEKPL00010<br><br>Currency: PLN,2020-04-24 18:30:34,2015-03-05,2020-04-24
POINTGROUP,"Stock Prices for POINTGROUP, ISIN PLPEKPL00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POINTGROUP<br><br>ISIN: PLPEKPL00010<br><br>Currency: PLN,2016-09-12 19:49:00,1995-12-22,2015-03-04
POLAQUA,"Stock Prices for POLAQUA, ISIN PLPAQUA00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLAQUA<br><br>ISIN: PLPAQUA00018<br><br>Currency: PLN,2016-09-12 16:29:19,2007-07-30,2013-12-09
POLAR,"Stock Prices for POLAR, ISIN PLPOLAR00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLAR<br><br>ISIN: PLPOLAR00016<br><br>Currency: PLN,2016-09-12 19:15:55,1997-11-18,2002-11-20
POLCOLOR,"Stock Prices for POLCOLOR, ISIN PLPCLRT00029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLCOLOR<br><br>ISIN: PLPCLRT00029<br><br>Currency: PLN,2016-09-12 17:17:06,2004-12-09,2007-12-06
POLCOLORIT,"Stock Prices for POLCOLORIT, ISIN PLPCLRT00029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLCOLORIT<br><br>ISIN: PLPCLRT00029<br><br>Currency: PLN,2017-07-13 19:01:22,2007-12-07,2017-07-11
POLFKUTNO,"Stock Prices for POLFKUTNO, ISIN PLPLFKT00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLFKUTNO<br><br>ISIN: PLPLFKT00019<br><br>Currency: PLN,2016-09-12 19:49:00,1995-04-03,2005-04-25
POLICE,"Stock Prices for POLICE, ISIN PLZCPLC00036, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLICE<br><br>ISIN: PLZCPLC00036<br><br>Currency: PLN,2020-04-24 18:30:34,2005-09-06,2020-04-24
POLIFARBC,"Stock Prices for POLIFARBC, ISIN PLPLFCS00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLIFARBC<br><br>ISIN: PLPLFCS00018<br><br>Currency: PLN,2016-09-12 20:28:14,1993-05-17,2005-08-30
POLIFARB_D_BICA,"Stock Prices for POLIFARB DÊBICA, ISIN PLPLFDB00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLIFARB DÊBICA<br><br>ISIN: PLPLFDB00012<br><br>Currency: PLN,2016-09-12 19:15:55,1997-08-12,2000-09-27
POLIFARBW,"Stock Prices for POLIFARBW, ISIN PLPLFWR00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLIFARBW<br><br>ISIN: PLPLFWR00018<br><br>Currency: PLN,2016-09-12 20:08:29,1994-08-09,1997-11-26
POLIFC2,"Stock Prices for POLIFC2, ISIN PLPLFCS00042, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLIFC2<br><br>ISIN: PLPLFCS00042<br><br>Currency: PLN,2016-09-12 19:15:56,1997-10-02,1997-10-28
POLIGR,"Stock Prices for POLIGR, ISIN PLPLGRF00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLIGR<br><br>ISIN: PLPLGRF00011<br><br>Currency: PLN,2016-09-12 19:32:31,1997-02-06,2005-12-14
POLIMEXMS,"Stock Prices for POLIMEXMS, ISIN PLMSTSD00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLIMEXMS<br><br>ISIN: PLMSTSD00019<br><br>Currency: PLN,2020-04-24 18:30:34,1997-10-15,2020-04-24
POLISA,"Stock Prices for POLISA, ISIN PLPOLSA00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLISA<br><br>ISIN: PLPOLSA00014<br><br>Currency: PLN,2016-09-12 19:32:31,1996-11-20,2000-02-29
POLJADLO,"Stock Prices for POLJADLO, ISIN PLGKPJD00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLJADLO<br><br>ISIN: PLGKPJD00015<br><br>Currency: PLN,2016-09-12 16:29:18,2008-07-28,2013-08-14
POLLENAE,"Stock Prices for POLLENAE, ISIN PLFKPEW00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLLENAE<br><br>ISIN: PLFKPEW00018<br><br>Currency: PLN,2016-09-12 18:58:28,1999-11-04,2013-02-18
POLMED,"Stock Prices for POLMED, ISIN PLPOLMD00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLMED<br><br>ISIN: PLPOLMD00011<br><br>Currency: PLN,2018-11-26 18:30:26,2010-12-23,2018-11-26
POLMOSBIA,"Stock Prices for POLMOSBIA, ISIN PLPLMSB00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLMOSBIA<br><br>ISIN: PLPLMSB00016<br><br>Currency: PLN,2016-09-12 17:17:06,2005-05-12,2007-08-30
POLMOSLBN,"Stock Prices for POLMOSLBN, ISIN PLPLMSL00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLMOSLBN<br><br>ISIN: PLPLMSL00015<br><br>Currency: PLN,2016-09-12 17:17:06,2005-02-24,2007-05-24
POLNA,"Stock Prices for POLNA, ISIN PLPOLNA00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLNA<br><br>ISIN: PLPOLNA00015<br><br>Currency: PLN,2017-11-27 18:30:30,1998-05-22,2017-11-27
POLNORD,"Stock Prices for POLNORD, ISIN PLPOLND00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLNORD<br><br>ISIN: PLPOLND00019<br><br>Currency: PLN,2020-04-24 18:30:34,1999-02-22,2020-04-24
POLREST,"Stock Prices for POLREST, ISIN PLPREST00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLREST<br><br>ISIN: PLPREST00012<br><br>Currency: PLN,2016-09-12 16:29:19,2007-07-16,2011-10-14
POLWAX,"Stock Prices for POLWAX, ISIN PLPOLWX00026, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLWAX<br><br>ISIN: PLPOLWX00026<br><br>Currency: PLN,2020-04-24 18:30:34,2014-10-06,2020-04-24
POLYMETAL,"Stock Prices for POLYMETAL, ISIN PLMEWA000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POLYMETAL<br><br>ISIN: PLMEWA000012<br><br>Currency: PLN,2016-09-07 18:52:34,2015-09-08,2016-06-29
PONAR,"Stock Prices for PONAR, ISIN PLPONAR00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PONAR<br><br>ISIN: PLPONAR00012<br><br>Currency: PLN,2016-09-12 16:29:22,2007-12-07,2010-10-08
PONARFEH,"Stock Prices for PONARFEH, ISIN PLPONAR00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PONARFEH<br><br>ISIN: PLPONAR00012<br><br>Currency: PLN,2016-09-12 19:15:55,1998-01-19,2007-12-06
POZBUD,"Stock Prices for POZBUD, ISIN PLPZBDT00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POZBUD<br><br>ISIN: PLPZBDT00013<br><br>Currency: PLN,2020-04-24 18:30:34,2008-09-19,2020-04-24
POZMEAT,"Stock Prices for POZMEAT, ISIN PLPOZMT00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: POZMEAT<br><br>ISIN: PLPOZMT00017<br><br>Currency: PLN,2016-09-12 19:15:55,1997-10-16,2005-03-15
PPG,"Stock Prices for PPG, ISIN PLPLPGR00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PPG<br><br>ISIN: PLPLPGR00010<br><br>Currency: PLN,2016-09-12 14:14:33,2013-06-25,2015-05-08
PPLHOLD,"Stock Prices for PPLHOLD, ISIN PLMRHLD00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PPLHOLD<br><br>ISIN: PLMRHLD00011<br><br>Currency: PLN,2016-09-12 19:15:55,1998-10-15,2002-10-16
PPWK,"Stock Prices for PPWK, ISIN PLPPWK000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PPWK<br><br>ISIN: PLPPWK000014<br><br>Currency: PLN,2016-09-12 19:49:00,1996-01-10,2007-12-06
PRAGMAFA,"Stock Prices for PRAGMAFA, ISIN PLGFPRE00040, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PRAGMAFA<br><br>ISIN: PLGFPRE00040<br><br>Currency: PLN,2020-04-24 18:30:34,2011-04-11,2020-04-24
PRAGMAINK,"Stock Prices for PRAGMAINK, ISIN PLPRGNK00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PRAGMAINK<br><br>ISIN: PLPRGNK00017<br><br>Currency: PLN,2020-04-24 18:30:34,2010-05-14,2020-04-24
PRAIRIE,"Stock Prices for PRAIRIE, ISIN AU000000PDZ2, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PRAIRIE<br><br>ISIN: AU000000PDZ2<br><br>Currency: PLN,2020-04-24 18:30:34,2015-09-04,2020-04-24
PRATERM,"Stock Prices for PRATERM, ISIN PLPRTRM00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: PRATERM<br><br>ISIN: PLPRTRM00017<br><br>Currency: PLN,2016-09-12 17:17:06,2004-12-06,2008-08-21
